"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96"
"shape",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8443078447933,0.708217014772389,0.833049673062412,0.737391486508102,0.526191784713442,0.87131752783714,1.45875443169578,1.94061886516121,2.33925262181793,2.40404840539718,2.48101246371973,2.5304906845987,2.55077543950141,2.6354461043423,2.85898792140101,3.07615658673553,3.03231367535781,2.93233273413678,2.80844251022367,2.91775474924801,3.28237274022606,3.39515374629108,3.45343790356611,3.12896584816938,3.14246447741732,3.18784687285897,3.11778904849928,3.20782848494289,3.25660414629743,3.23474361751589,3.26421684507622,3.29474231874623,2.95426085204002,2.78059325644164,2.88768928015204,3.04278511931806,2.99296828175192,2.77821548750608,2.66416226502895,2.70620087633985,2.52037493272543,2.62418606961156,2.42607492108726,2.34825881227957,2.03177874297603,1.63907857392463,1.05374700068333,0.767424726790466,0.689458153055244,0.845287652840669,0.692747682405154,0.622622954776224,0.718635407305568,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"scale",1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.429027703327558,3.79792441171697,44.8441135382855,101.121517015507,111.058794318293,237.016079945169,445.277323024775,671.107572916055,884.892295436995,1070.18446214169,1233.70283114668,1392.07734072158,1533.63307968473,1669.47782087834,1836.17324732368,2010.36812464203,2103.33069196264,2203.82566554949,2300.37139881932,2372.73480007181,2497.16751364429,2525.01078585557,2562.03762468268,2533.4842084137,2570.12355377665,2604.94769216863,2606.69907803909,2608.30439956599,2582.16795136131,2581.54055801467,2545.13986906805,2460.39998060122,2358.22197607585,2273.93277695913,2212.21266691118,2153.78075889733,2056.58765283767,1919.05431043029,1758.17695695131,1645.18543927697,1510.12106276439,1384.12416197627,1181.5087238052,1006.45469812403,833.863257175453,639.249915039398,398.356958058637,251.890024227151,163.917292866299,112.473858091869,18.4448104302872,5.63494264557899,1.17430911499071,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
